sample,timestamp_utc,temperature_c,throttled,load1
0,2026-09-09T12:39:00Z,30.02,0x0,0.107421875
1,2026-09-09T12:39:00Z,30.02,0x0,0.107421875
2,2026-09-09T12:39:00Z,30.02,0x0,0.107421875
