sample,timestamp_utc,temperature_c,throttled,load1
0,2026-09-09T12:30:53Z,30.558,0x80000,0.0
1,2026-09-09T12:30:53Z,30.558,0x80000,0.0
2,2026-09-09T12:30:53Z,30.558,0x80000,0.0
