policy,seed,window,epsilon,learning_rate,rolling_reward,rolling_utility,td_abs_mean,q_update_abs_mean,visited_states,visited_state_actions,greedy_policy_change_rate
Unshielded-Q,3104,4700,0.050000000,0.019253825,0.504670643,0.572424192,0.384590102,0.008881563,34,116,0.000000000
Unshielded-Q,3104,4800,0.050000000,0.011617825,0.615291910,0.683799848,0.374935276,0.007894683,34,116,0.000000000
Unshielded-Q,3104,4900,0.050000000,0.017386474,0.546684310,0.632402337,0.369259443,0.008302665,34,116,0.000000000
Unshielded-Q,3104,5000,0.050000000,0.101876142,0.562391605,0.647858319,0.358957851,0.008640387,34,116,0.000000000
Unshielded-Q,3104,5100,0.050000000,0.009570441,0.523026343,0.611697231,0.392493251,0.007961410,34,116,0.000000000
Unshielded-Q,3104,5200,0.050000000,0.010048871,0.537224409,0.607051921,0.415237859,0.007206848,34,116,0.000000000
Unshielded-Q,3104,5300,0.050000000,0.016905740,0.519518773,0.587735837,0.393505924,0.006963159,34,116,0.000000000
Unshielded-Q,3104,5400,0.050000000,0.009321708,0.538966280,0.603995093,0.386069852,0.006829080,34,116,0.000000000
Unshielded-Q,3104,5500,0.050000000,0.031457600,0.518465418,0.604297507,0.403244392,0.007265763,34,116,0.000000000
Unshielded-Q,3104,5600,0.050000000,0.008521149,0.548100036,0.632030577,0.356818304,0.006360584,34,116,0.000000000
Unshielded-Q,3104,5700,0.050000000,0.008328981,0.578513389,0.660797328,0.364054772,0.006794130,34,116,0.000000000
Unshielded-Q,3104,5800,0.050000000,0.028502785,0.516841241,0.590479652,0.379050742,0.007454322,34,116,0.000000000
Unshielded-Q,3104,5900,0.050000000,0.008186909,0.540107270,0.608597530,0.376277567,0.006303213,34,116,0.000000000
Unshielded-Q,3104,6000,0.050000000,0.007937678,0.573846342,0.638624381,0.388531361,0.006555058,34,116,0.000000000
Unshielded-Q,3105,100,0.979100000,0.118456576,0.463909232,0.554239097,0.982652162,0.319810823,15,37,0.010156250
Unshielded-Q,3105,200,0.957988889,0.107728270,0.449484198,0.540049574,0.796229576,0.178546575,15,44,0.002343750
Unshielded-Q,3105,300,0.936877778,0.095635250,0.458720355,0.553722341,0.630379056,0.107732092,15,48,0.002343750
Unshielded-Q,3105,400,0.915766667,0.251188643,0.481817611,0.574486831,0.651444242,0.145262366,29,82,0.010156250
Unshielded-Q,3105,500,0.894655556,0.165722701,0.470396673,0.562564119,0.865835324,0.218733815,29,93,0.005468750
Unshielded-Q,3105,600,0.873544444,0.165722701,0.471726079,0.566491267,0.845439872,0.174264894,29,95,0.005468750
Unshielded-Q,3105,700,0.852433333,0.061275437,0.412553288,0.505115710,0.746555554,0.126591191,31,99,0.007031250
Unshielded-Q,3105,800,0.831322222,0.435275282,0.474173062,0.568051199,0.691096428,0.112691197,32,102,0.005468750
Unshielded-Q,3105,900,0.810211111,0.051561219,0.492621031,0.584100157,0.588659951,0.072161958,32,103,0.007031250
Unshielded-Q,3105,1000,0.789100000,0.160941640,0.473373874,0.569251249,0.605468716,0.084402698,32,105,0.003125000
Unshielded-Q,3105,1100,0.767988889,0.069071825,0.444345117,0.539246443,0.608018558,0.078665289,34,107,0.006250000
Unshielded-Q,3105,1200,0.746877778,0.214602110,0.449787753,0.544349827,0.599035843,0.073461579,34,108,0.005468750
Unshielded-Q,3105,1300,0.725766667,0.042793714,0.492606984,0.587507771,0.572109936,0.060157074,35,109,0.005468750
Unshielded-Q,3105,1400,0.704655556,0.055725880,0.456432043,0.548794466,0.584648087,0.074349163,35,111,0.002343750
Unshielded-Q,3105,1500,0.683544444,0.037885279,0.424898308,0.514056417,0.502336210,0.043923821,35,111,0.003125000
Unshielded-Q,3105,1600,0.662433333,0.093410994,0.450129204,0.542021488,0.527756896,0.050657373,35,112,0.004687500
Unshielded-Q,3105,1700,0.641322222,0.068594366,0.549769962,0.644245681,0.546052918,0.058606135,35,113,0.001562500
Unshielded-Q,3105,1800,0.620211111,0.056276720,0.508463980,0.598198431,0.502760869,0.044680708,35,114,0.003125000
Unshielded-Q,3105,1900,0.599100000,0.049870414,0.398099238,0.493581269,0.489791264,0.048975270,36,115,0.003906250
Unshielded-Q,3105,2000,0.577988889,0.028732648,0.503349615,0.596353060,0.460873669,0.033415580,36,115,0.000781250
Unshielded-Q,3105,2100,0.556877778,0.034090822,0.494454105,0.588257550,0.432628316,0.025995866,36,115,0.001562500
Unshielded-Q,3105,2200,0.535766667,0.036411284,0.432334319,0.523816816,0.457921657,0.027544701,36,115,0.003125000
Unshielded-Q,3105,2300,0.514655556,0.034090822,0.467391799,0.557427885,0.491344949,0.040963923,36,116,0.002343750
Unshielded-Q,3105,2400,0.493544444,0.043763224,0.502727377,0.595660839,0.483269989,0.031703116,36,116,0.002343750
Unshielded-Q,3105,2500,0.472433333,0.034017718,0.469050956,0.556337170,0.477519363,0.026384350,36,116,0.002343750
Unshielded-Q,3105,2600,0.451322222,0.033945031,0.422351690,0.506862045,0.468568637,0.027480679,36,116,0.000781250
Unshielded-Q,3105,2700,0.430211111,0.028145001,0.577931857,0.661749581,0.417379100,0.020951335,36,116,0.000781250
Unshielded-Q,3105,2800,0.409100000,0.031165421,0.551496451,0.641303959,0.494986281,0.023069560,36,116,0.000781250
Unshielded-Q,3105,2900,0.387988889,0.046384205,0.564504415,0.659061065,0.466790356,0.032892522,36,117,0.000781250
Unshielded-Q,3105,3000,0.366877778,0.051124255,0.584161437,0.676637848,0.459223242,0.022712894,36,117,0.001562500
Unshielded-Q,3105,3100,0.345766667,0.020992076,0.541958667,0.627806273,0.475970529,0.029395534,36,118,0.000000000
Unshielded-Q,3105,3200,0.324655556,0.022159624,0.503968270,0.590068752,0.491466538,0.039560716,36,119,0.000781250
Unshielded-Q,3105,3300,0.303544444,0.021341730,0.425591593,0.513432770,0.523448777,0.040054222,36,120,0.001562500
Unshielded-Q,3105,3400,0.282433333,0.103259114,0.465056217,0.555209894,0.476121118,0.020014683,36,120,0.003125000
Unshielded-Q,3105,3500,0.261322222,0.380730788,0.541542918,0.634842744,0.478611082,0.028194701,36,120,0.002343750
Unshielded-Q,3105,3600,0.240211111,0.026334533,0.397731031,0.490908000,0.459585406,0.020780833,36,120,0.000781250
Unshielded-Q,3105,3700,0.219100000,0.024679892,0.469098648,0.556670697,0.452021492,0.018561643,36,120,0.001562500
Unshielded-Q,3105,3800,0.197988889,0.030223682,0.494098599,0.583719771,0.417996759,0.028696005,36,121,0.001562500
Unshielded-Q,3105,3900,0.176877778,0.024345275,0.558793453,0.647250764,0.397342208,0.016626085,36,121,0.000781250
Unshielded-Q,3105,4000,0.155766667,0.023490896,0.515730383,0.606580636,0.413392337,0.015219399,36,121,0.001562500
Unshielded-Q,3105,4100,0.134655556,0.076842326,0.449148478,0.540342671,0.391628383,0.014349471,36,121,0.000781250
Unshielded-Q,3105,4200,0.113544444,0.176537307,0.448278948,0.539264225,0.403935555,0.017427934,36,121,0.000000000
Unshielded-Q,3105,4300,0.092433333,0.018971823,0.532759293,0.623008801,0.445603039,0.026833016,36,122,0.001562500
Unshielded-Q,3105,4400,0.071322222,0.021707358,0.523770851,0.614614883,0.405246554,0.012406230,36,122,0.001562500
Unshielded-Q,3105,4500,0.050211111,0.019318022,0.557712609,0.646729594,0.426974727,0.024926859,36,123,0.000781250
Unshielded-Q,3105,4600,0.050000000,0.015887092,0.517884399,0.610846647,0.402850273,0.019994551,36,123,0.000000000
Unshielded-Q,3105,4700,0.050000000,0.015125320,0.454894054,0.548025724,0.378911907,0.013323388,36,123,0.000781250
Unshielded-Q,3105,4800,0.050000000,0.014822959,0.524984878,0.617334452,0.385518538,0.010880075,36,123,0.000781250
Unshielded-Q,3105,4900,0.050000000,0.017892325,0.517606271,0.607445905,0.369953885,0.011787625,36,123,0.000000000
Unshielded-Q,3105,5000,0.050000000,0.017534201,0.524979738,0.615093873,0.374535889,0.009149662,36,123,0.000000000
Unshielded-Q,3105,5100,0.050000000,0.014192448,0.504221561,0.593347132,0.384034279,0.009399594,36,123,0.001562500
Unshielded-Q,3105,5200,0.050000000,0.017723649,0.531750236,0.612414406,0.357024928,0.007746929,36,123,0.000781250
Unshielded-Q,3105,5300,0.050000000,0.071074152,0.546373263,0.625120170,0.374519228,0.009908109,36,123,0.000000000
Unshielded-Q,3105,5400,0.050000000,0.013350366,0.425613310,0.510255422,0.391209283,0.010270408,36,123,0.000781250
Unshielded-Q,3105,5500,0.050000000,0.012629562,0.578230211,0.670257870,0.380099767,0.009152529,36,123,0.000000000
Unshielded-Q,3105,5600,0.050000000,0.039101032,0.583887122,0.673363763,0.383152482,0.008935691,36,123,0.000000000
Unshielded-Q,3105,5700,0.050000000,0.010642667,0.545828475,0.635955890,0.407114030,0.008860653,36,123,0.000000000
Unshielded-Q,3105,5800,0.050000000,0.017374312,0.553690281,0.638884924,0.412881226,0.008433432,36,123,0.000000000
Unshielded-Q,3105,5900,0.050000000,0.022515774,0.559154808,0.637358312,0.395620294,0.008904555,36,123,0.000781250
Unshielded-Q,3105,6000,0.050000000,0.015462488,0.492873942,0.577033523,0.412063793,0.009228912,36,123,0.000000000
Unshielded-Q,3106,100,0.979100000,0.116471186,0.536697547,0.628411926,0.961338094,0.313877507,14,38,0.010156250
Unshielded-Q,3106,200,0.957988889,0.104693309,0.420977288,0.510626724,0.935752282,0.203018773,15,44,0.008593750
Unshielded-Q,3106,300,0.936877778,0.099252461,0.478878251,0.572031652,0.718405783,0.131173871,16,48,0.003906250
Unshielded-Q,3106,400,0.915766667,0.435275282,0.454729913,0.543808464,0.672505800,0.146583508,28,82,0.011718750
Unshielded-Q,3106,500,0.894655556,0.165722701,0.553031330,0.643455597,0.739391448,0.161875761,28,87,0.007812500
Unshielded-Q,3106,600,0.873544444,0.189464571,0.436880890,0.528804290,0.755824951,0.156793016,31,96,0.008593750
Unshielded-Q,3106,700,0.852433333,0.085725347,0.389888044,0.483821353,0.670500241,0.109580655,31,98,0.006250000
Unshielded-Q,3106,800,0.831322222,0.060585645,0.486115827,0.582303542,0.676904555,0.110030978,31,101,0.006250000
Unshielded-Q,3106,900,0.810211111,0.076842326,0.458214087,0.555616073,0.701436662,0.094545020,31,101,0.007031250
Unshielded-Q,3106,1000,0.789100000,0.076209004,0.468533383,0.558584123,0.671920191,0.089919805,31,103,0.004687500
Unshielded-Q,3106,1100,0.767988889,0.116471186,0.521983270,0.612450922,0.620100228,0.080321605,31,106,0.005468750
Unshielded-Q,3106,1200,0.746877778,0.088404645,0.552507699,0.641584772,0.647455478,0.078922154,32,108,0.003125000
Unshielded-Q,3106,1300,0.725766667,0.039421535,0.428044208,0.521496514,0.578079368,0.068580058,32,109,0.003125000
Unshielded-Q,3106,1400,0.704655556,0.045891330,0.420838263,0.514668597,0.521509617,0.055074768,32,110,0.002343750
Unshielded-Q,3106,1500,0.683544444,0.112753451,0.469084184,0.566254761,0.502872689,0.044466350,32,110,0.000781250
Unshielded-Q,3106,1600,0.662433333,0.056276720,0.504707020,0.597564574,0.566435665,0.055546979,32,111,0.000000000
Unshielded-Q,3106,1700,0.641322222,0.053172737,0.453229528,0.545797513,0.523312378,0.044324916,32,112,0.003125000
Unshielded-Q,3106,1800,0.620211111,0.039749141,0.458913867,0.550471527,0.557646327,0.045732825,32,112,0.003125000
Unshielded-Q,3106,1900,0.599100000,0.061628273,0.519052866,0.614345083,0.531824097,0.052794647,34,114,0.000781250
Unshielded-Q,3106,2000,0.577988889,0.027588348,0.516533105,0.612469159,0.500889731,0.040151796,34,115,0.002343750
Unshielded-Q,3106,2100,0.556877778,0.051783467,0.466146734,0.557959666,0.514913469,0.039738067,34,115,0.003125000
Unshielded-Q,3106,2200,0.535766667,0.112753451,0.477781847,0.569077432,0.521264668,0.038719800,34,115,0.000781250
Unshielded-Q,3106,2300,0.514655556,0.052698680,0.532533830,0.626530775,0.499379957,0.038623666,34,116,0.001562500
Unshielded-Q,3106,2400,0.493544444,0.039859966,0.595950581,0.691065537,0.506658359,0.036144789,34,116,0.003125000
Unshielded-Q,3106,2500,0.472433333,0.032638279,0.436786306,0.529551335,0.488812458,0.033853670,34,117,0.000000000
Unshielded-Q,3106,2600,0.451322222,0.028367200,0.502990986,0.593666215,0.529024690,0.038892518,34,118,0.001562500
Unshielded-Q,3106,2700,0.430211111,0.036675989,0.456000317,0.549854049,0.519894470,0.027160955,34,118,0.000000000
Unshielded-Q,3106,2800,0.409100000,0.031879187,0.425841489,0.517871270,0.505879415,0.037712134,34,119,0.001562500
Unshielded-Q,3106,2900,0.387988889,0.048886072,0.432414620,0.527762638,0.524078979,0.038622866,34,119,0.001562500
Unshielded-Q,3106,3000,0.366877778,0.027260071,0.505701593,0.604196230,0.577005110,0.039942849,34,120,0.002343750
Unshielded-Q,3106,3100,0.345766667,0.034090822,0.492972150,0.589691501,0.492620115,0.025265593,34,120,0.000781250
Unshielded-Q,3106,3200,0.324655556,0.024226565,0.583428440,0.679655038,0.470867951,0.023842385,34,120,0.000781250
Unshielded-Q,3106,3300,0.303544444,0.020992076,0.477939975,0.574628021,0.495435309,0.022108744,34,120,0.001562500
Unshielded-Q,3106,3400,0.282433333,0.026671683,0.511341509,0.611758274,0.464803413,0.019431342,34,120,0.002343750
Unshielded-Q,3106,3500,0.261322222,0.030547320,0.516246245,0.619434924,0.416923818,0.017794882,34,120,0.002343750
Unshielded-Q,3106,3600,0.240211111,0.024495865,0.504406917,0.607513829,0.413417793,0.015416506,34,120,0.002343750
Unshielded-Q,3106,3700,0.219100000,0.043064848,0.480500599,0.573523979,0.397832963,0.016335720,34,120,0.000781250
Unshielded-Q,3106,3800,0.197988889,0.042135326,0.482912371,0.572621027,0.413009128,0.016282951,34,120,0.002343750
Unshielded-Q,3106,3900,0.176877778,0.019221939,0.525444751,0.620019688,0.370253732,0.013521803,34,120,0.000000000
Unshielded-Q,3106,4000,0.155766667,0.021511729,0.513152232,0.612394252,0.426563598,0.016783979,34,120,0.001562500
Unshielded-Q,3106,4100,0.134655556,0.025156569,0.483634360,0.586992011,0.412510456,0.015554847,34,120,0.000000000
Unshielded-Q,3106,4200,0.113544444,0.160941640,0.513941216,0.618155152,0.400830160,0.016638669,34,120,0.000000000
Unshielded-Q,3106,4300,0.092433333,0.035240142,0.432723885,0.525729813,0.454198962,0.034236011,35,121,0.001562500
Unshielded-Q,3106,4400,0.071322222,0.040311646,0.498824797,0.591629160,0.425483829,0.017339250,35,121,0.000000000
Unshielded-Q,3106,4500,0.050211111,0.033036315,0.499950481,0.591229154,0.436037950,0.016348744,35,121,0.000781250
Unshielded-Q,3106,4600,0.050000000,0.016838327,0.539279720,0.638908273,0.440239195,0.015324155,35,121,0.000781250
Unshielded-Q,3106,4700,0.050000000,0.041015469,0.456828540,0.563592192,0.429458849,0.013998624,35,121,0.001562500
Unshielded-Q,3106,4800,0.050000000,0.015133722,0.489711415,0.595273275,0.421492073,0.013136787,35,121,0.002343750
Unshielded-Q,3106,4900,0.050000000,0.024435332,0.462541043,0.528848215,0.423195004,0.012717615,35,121,0.000000000
Unshielded-Q,3106,5000,0.050000000,0.021641623,0.506669778,0.575813106,0.356065655,0.010030664,35,121,0.000000000
Unshielded-Q,3106,5100,0.050000000,0.018525391,0.564835179,0.628076507,0.373997866,0.010086782,35,121,0.000000000
Unshielded-Q,3106,5200,0.050000000,0.013673436,0.628207637,0.695132487,0.409651736,0.010337986,35,121,0.000000000
Unshielded-Q,3106,5300,0.050000000,0.054925962,0.516471681,0.622966081,0.369772258,0.008122916,35,121,0.000000000
Unshielded-Q,3106,5400,0.050000000,0.012979426,0.515333636,0.619080424,0.376464407,0.007151680,35,121,0.000000000
Unshielded-Q,3106,5500,0.050000000,0.019350336,0.544345312,0.607763451,0.394497046,0.017610261,35,122,0.000781250
Unshielded-Q,3106,5600,0.050000000,0.011438791,0.574272485,0.636372164,0.371781437,0.006843708,35,122,0.000000000
Unshielded-Q,3106,5700,0.050000000,0.010759438,0.548849777,0.614078590,0.380308672,0.014431157,35,122,0.000781250
Unshielded-Q,3106,5800,0.050000000,0.010057345,0.584357885,0.648803610,0.386357696,0.007411176,35,122,0.000000000
Unshielded-Q,3106,5900,0.050000000,0.011990414,0.438388597,0.541690802,0.380700001,0.007229020,35,122,0.000000000
Unshielded-Q,3106,6000,0.050000000,0.031457600,0.477712410,0.582478442,0.385541716,0.007466265,35,122,0.000000000
Unshielded-Q,3107,100,0.979100000,0.500000000,0.397207385,0.491495622,0.863090910,0.275364279,13,37,0.007812500
Unshielded-Q,3107,200,0.957988889,0.127403977,0.398953509,0.487634440,0.844316269,0.190685597,16,46,0.006250000
Unshielded-Q,3107,300,0.936877778,0.214602110,0.468880433,0.562442629,0.739944971,0.126098907,16,50,0.003906250
Unshielded-Q,3107,400,0.915766667,0.435275282,0.501979306,0.594712577,0.725342114,0.148868000,27,81,0.010156250
Unshielded-Q,3107,500,0.894655556,0.170902273,0.526609203,0.619677623,0.850423428,0.211602831,32,93,0.013281250
Unshielded-Q,3107,600,0.873544444,0.112753451,0.377414291,0.471002284,0.789165027,0.170876277,32,99,0.007812500
Unshielded-Q,3107,700,0.852433333,0.116471186,0.471007096,0.568952957,0.721936027,0.138309004,33,103,0.006250000
Unshielded-Q,3107,800,0.831322222,0.054155949,0.449909200,0.545401834,0.670888694,0.099316504,33,104,0.004687500
Unshielded-Q,3107,900,0.810211111,0.069558250,0.520982279,0.615188332,0.625812196,0.084450994,33,105,0.005468750
Unshielded-Q,3107,1000,0.789100000,0.135426976,0.362893792,0.456075857,0.623755009,0.096898393,33,109,0.003125000
Unshielded-Q,3107,1100,0.767988889,0.086594198,0.567001740,0.657446328,0.599596179,0.077003672,33,110,0.006250000
Unshielded-Q,3107,1200,0.746877778,0.341278752,0.536335458,0.629545144,0.661775885,0.091912767,33,112,0.006250000
Unshielded-Q,3107,1300,0.725766667,0.088404645,0.464809164,0.561561838,0.595508665,0.068887749,33,114,0.002343750
Unshielded-Q,3107,1400,0.704655556,0.036237621,0.481978662,0.577330535,0.576192258,0.054831030,33,114,0.003125000
Unshielded-Q,3107,1500,0.683544444,0.074389535,0.563023507,0.661953221,0.583871266,0.056803743,33,115,0.002343750
Unshielded-Q,3107,1600,0.662433333,0.267580521,0.481422238,0.579408687,0.602060842,0.070007541,33,117,0.001562500
Unshielded-Q,3107,1700,0.641322222,0.098006585,0.491941858,0.591875240,0.599132480,0.057930680,33,117,0.003125000
Unshielded-Q,3107,1800,0.620211111,0.057130864,0.412346745,0.509261525,0.537015577,0.040867463,33,117,0.003906250
Unshielded-Q,3107,1900,0.599100000,0.092349485,0.514963384,0.612335301,0.570856363,0.063017511,33,119,0.003906250
Unshielded-Q,3107,2000,0.577988889,0.027260071,0.465530365,0.562022933,0.514088540,0.043432775,33,119,0.000781250
Unshielded-Q,3107,2100,0.556877778,0.025831984,0.474946630,0.573081856,0.521089818,0.045122856,34,120,0.003906250
Unshielded-Q,3107,2200,0.535766667,0.066769045,0.481609123,0.577921870,0.507101325,0.032478996,34,120,0.001562500
Unshielded-Q,3107,2300,0.514655556,0.083252191,0.545653934,0.641501827,0.459154186,0.026944848,34,120,0.000781250
Unshielded-Q,3107,2400,0.493544444,0.500000000,0.501838920,0.599664742,0.461970837,0.026210489,35,122,0.002343750
Unshielded-Q,3107,2500,0.472433333,0.022443324,0.515874761,0.615851391,0.426357815,0.023602520,35,122,0.001562500
Unshielded-Q,3107,2600,0.451322222,0.038379447,0.513049860,0.611869231,0.397063069,0.022999590,35,122,0.000781250
Unshielded-Q,3107,2700,0.430211111,0.026224653,0.500095538,0.599079432,0.406247569,0.020481172,35,122,0.000781250
Unshielded-Q,3107,2800,0.409100000,0.021663476,0.510312914,0.607736928,0.435537709,0.020803549,35,122,0.000781250
Unshielded-Q,3107,2900,0.387988889,0.034462729,0.498404770,0.595898049,0.482084094,0.022075713,35,122,0.002343750
Unshielded-Q,3107,3000,0.366877778,0.019464578,0.493472198,0.591605387,0.461933990,0.044436408,35,124,0.001562500
Unshielded-Q,3107,3100,0.345766667,0.019514092,0.435369153,0.532636205,0.441660758,0.025029491,35,124,0.001562500
Unshielded-Q,3107,3200,0.324655556,0.027630127,0.488219162,0.588678097,0.413861010,0.017613218,35,124,0.000000000
Unshielded-Q,3107,3300,0.303544444,0.028825987,0.574872388,0.675153207,0.423514722,0.019163399,35,124,0.000781250
Unshielded-Q,3107,3400,0.282433333,0.042659844,0.514564898,0.612523605,0.422012001,0.017090003,35,124,0.001562500
Unshielded-Q,3107,3500,0.261322222,0.034691128,0.476828701,0.576191092,0.452555268,0.016382203,35,124,0.000000000
Unshielded-Q,3107,3600,0.240211111,0.034312673,0.501897930,0.601194163,0.450237889,0.015772233,35,124,0.000781250
Unshielded-Q,3107,3700,0.219100000,0.034017718,0.554786335,0.637107958,0.441431993,0.017188287,35,124,0.000000000
Unshielded-Q,3107,3800,0.197988889,0.025254880,0.480475059,0.570669572,0.436784293,0.014420869,35,124,0.000781250
Unshielded-Q,3107,3900,0.176877778,0.041503275,0.510991232,0.589277014,0.428572622,0.017163859,35,124,0.000781250
Unshielded-Q,3107,4000,0.155766667,0.018641690,0.503104892,0.593382732,0.399493226,0.013079062,35,124,0.000000000
Unshielded-Q,3107,4100,0.134655556,0.032573176,0.551032095,0.650919794,0.392193806,0.011501225,35,124,0.000781250
Unshielded-Q,3107,4200,0.113544444,0.016618691,0.564883966,0.664289899,0.408914605,0.011847661,35,124,0.000781250
Unshielded-Q,3107,4300,0.092433333,0.015480322,0.536686189,0.608460285,0.389642997,0.011145636,35,124,0.000000000
Unshielded-Q,3107,4400,0.071322222,0.016437896,0.501200985,0.574594098,0.356714824,0.008628435,35,124,0.000000000
Unshielded-Q,3107,4500,0.050211111,0.015075172,0.521737819,0.591624448,0.373965629,0.009393599,35,124,0.000000000
Unshielded-Q,3107,4600,0.050000000,0.014468657,0.450852828,0.523828490,0.416400130,0.009985015,35,124,0.000000000
Unshielded-Q,3107,4700,0.050000000,0.014101140,0.511117672,0.611404606,0.390818442,0.008839497,35,124,0.000000000
Unshielded-Q,3107,4800,0.050000000,0.014052619,0.534640222,0.634131327,0.398037928,0.007817629,35,124,0.000000000
Unshielded-Q,3107,4900,0.050000000,0.033517442,0.482143841,0.555168712,0.379506148,0.007432021,35,124,0.000000000
Unshielded-Q,3107,5000,0.050000000,0.011057857,0.494292748,0.565593421,0.372028565,0.007039550,35,124,0.000000000
Unshielded-Q,3107,5100,0.050000000,0.030012940,0.536693393,0.605447482,0.346637189,0.006363539,35,124,0.000000000
Unshielded-Q,3107,5200,0.050000000,0.012793243,0.564152849,0.636290252,0.342206913,0.005688665,35,124,0.000000000
Unshielded-Q,3107,5300,0.050000000,0.036066149,0.467681368,0.567741482,0.355040064,0.006122298,35,124,0.000000000
Unshielded-Q,3107,5400,0.050000000,0.012077103,0.548214443,0.647733673,0.361279500,0.006301852,35,124,0.000000000
Unshielded-Q,3107,5500,0.050000000,0.013849605,0.563757479,0.634166739,0.353411971,0.006098468,35,124,0.000000000
Unshielded-Q,3107,5600,0.050000000,0.008546696,0.574662129,0.641146426,0.396936372,0.007160545,35,124,0.000000000
Unshielded-Q,3107,5700,0.050000000,0.008208219,0.594287696,0.662923550,0.371490081,0.006543765,35,124,0.000000000
Unshielded-Q,3107,5800,0.050000000,0.040777237,0.501231538,0.573232455,0.387362618,0.005811449,35,124,0.000000000
Unshielded-Q,3107,5900,0.050000000,0.010950033,0.512480485,0.612445552,0.384925794,0.008014375,35,124,0.000000000
Unshielded-Q,3107,6000,0.050000000,0.010688968,0.597574351,0.697352160,0.394013730,0.006007037,35,124,0.000000000
Unshielded-Q,3108,100,0.979100000,0.500000000,0.459450760,0.552461852,1.032455822,0.342150537,14,35,0.007812500
Unshielded-Q,3108,200,0.957988889,0.380730788,0.373062392,0.465252487,0.874585426,0.213265552,14,45,0.004687500
Unshielded-Q,3108,300,0.936877778,0.094505676,0.577488781,0.669663718,0.638216060,0.105283189,14,47,0.002343750
Unshielded-Q,3108,400,0.915766667,0.237227149,0.429291646,0.524508599,0.646274701,0.137279914,26,80,0.012500000
Unshielded-Q,3108,500,0.894655556,0.500000000,0.462257098,0.557095361,0.775218094,0.180591711,27,88,0.010156250
Unshielded-Q,3108,600,0.873544444,0.251188643,0.560391334,0.656187393,0.797295183,0.156675973,27,92,0.007812500
Unshielded-Q,3108,700,0.852433333,0.066769045,0.535887833,0.627025624,0.623008759,0.091554892,27,93,0.007812500
Unshielded-Q,3108,800,0.831322222,0.064660232,0.496558246,0.587359516,0.628621480,0.087309036,27,94,0.004687500
Unshielded-Q,3108,900,0.810211111,0.160941640,0.476252231,0.567234832,0.679626444,0.108164405,29,99,0.007812500
Unshielded-Q,3108,1000,0.789100000,0.127403977,0.569096128,0.660819842,0.681783108,0.105383580,29,101,0.006250000
Unshielded-Q,3108,1100,0.767988889,0.176537307,0.494060539,0.588956892,0.636993981,0.076913371,30,102,0.005468750
Unshielded-Q,3108,1200,0.746877778,0.066769045,0.481494317,0.575297852,0.664251452,0.092468081,32,106,0.004687500
Unshielded-Q,3108,1300,0.725766667,0.038684317,0.423781580,0.516813567,0.599486424,0.078344725,32,108,0.001562500
Unshielded-Q,3108,1400,0.704655556,0.048886072,0.421737101,0.517311850,0.571677742,0.056367191,33,109,0.003125000
Unshielded-Q,3108,1500,0.683544444,0.225160006,0.473155863,0.564381434,0.541279501,0.064556012,33,111,0.003906250
Unshielded-Q,3108,1600,0.662433333,0.039639134,0.551888895,0.644704373,0.518807401,0.052236459,33,112,0.003906250
Unshielded-Q,3108,1700,0.641322222,0.053172737,0.540710489,0.633990156,0.529245214,0.051617478,33,113,0.002343750
Unshielded-Q,3108,1800,0.620211111,0.156511550,0.427163909,0.514903094,0.524019659,0.061573354,33,115,0.002343750
Unshielded-Q,3108,1900,0.599100000,0.043906553,0.406444612,0.499227251,0.520787645,0.052517633,33,116,0.001562500
Unshielded-Q,3108,2000,0.577988889,0.069558250,0.545983030,0.641227691,0.492538434,0.035862143,33,116,0.002343750
Unshielded-Q,3108,2100,0.556877778,0.060248432,0.471787178,0.568174893,0.499602908,0.031480362,33,116,0.002343750
Unshielded-Q,3108,2200,0.535766667,0.032703730,0.422919356,0.513628798,0.559381880,0.045209751,33,117,0.000781250
Unshielded-Q,3108,2300,0.514655556,0.141584591,0.494276184,0.581104170,0.535833718,0.045513444,33,117,0.002343750
Unshielded-Q,3108,2400,0.493544444,0.037221149,0.537256802,0.619158296,0.566966768,0.033148887,33,117,0.000000000
Unshielded-Q,3108,2500,0.472433333,0.078152194,0.482106734,0.580339872,0.569520798,0.041823356,34,118,0.002343750
Unshielded-Q,3108,2600,0.451322222,0.030065258,0.540865557,0.639938795,0.525553000,0.033615557,34,118,0.001562500
Unshielded-Q,3108,2700,0.430211111,0.083252191,0.484581897,0.586233826,0.511842455,0.026264989,34,118,0.000000000
Unshielded-Q,3108,2800,0.409100000,0.055725880,0.518862368,0.606150046,0.566860572,0.041602561,34,119,0.001562500
Unshielded-Q,3108,2900,0.387988889,0.060927938,0.561528607,0.645604046,0.533221472,0.037398992,34,119,0.000000000
Unshielded-Q,3108,3000,0.366877778,0.029552760,0.455364698,0.539827396,0.492197188,0.027890247,34,119,0.000000000
Unshielded-Q,3108,3100,0.345766667,0.024526282,0.487546521,0.587002622,0.450750967,0.023869499,34,119,0.000000000
Unshielded-Q,3108,3200,0.324655556,0.018941166,0.512758708,0.614202067,0.449436116,0.033129807,34,120,0.000000000
Unshielded-Q,3108,3300,0.303544444,0.023627737,0.511944801,0.613939369,0.400350769,0.019682672,34,120,0.001562500
Unshielded-Q,3108,3400,0.282433333,0.084055278,0.514224087,0.592141049,0.430967661,0.028809779,34,121,0.000781250
