device_id,split,action,workload_bin,background,obs_id,tau_measured_ms,tau_hat_ms,tau_residual_ms,T_next_measured_C,T_next_hat_C,T_residual_C
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,123,1.705931,2.0085,-0.3025690000000001,35.537,36.549764131103544,-1.0127641311035447
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,124,1.829466,2.0085,-0.17903400000000014,36.024,36.54999101037835,-0.5259910103783483
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,125,1.729764,2.0085,-0.2787360000000001,36.024,36.15158295866582,-0.12758295866581904
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,126,1.698561,2.0085,-0.3099390000000002,35.537,36.15152565252576,-0.6145256525257636
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,127,1.753949,2.0085,-0.2545510000000002,35.05,35.753402432696745,-0.7034024326967483
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,128,1.690617,2.0085,-0.31788300000000014,35.05,35.355061176622904,-0.30506117662290677
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,129,1.678135,2.0085,-0.33036500000000024,35.537,35.753263195838045,-0.21626319583804587
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,130,1.762838,2.0085,-0.24566200000000027,36.024,35.753418757866726,0.27058124213327517
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,131,1.712136,2.0085,-0.29636400000000007,34.563,36.15155058380966,-1.5885505838096563
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,132,1.687098,2.0085,-0.3214020000000002,35.537,34.95682977063255,0.5801702293674467
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,133,1.767393,2.0085,-0.24110700000000018,35.05,35.75342712339145,-0.7034271233914495
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,134,1.76056,2.0085,-0.24794000000000027,34.076,35.75341457418608,-1.6774145741860806
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,135,1.747264,2.0085,-0.26123600000000025,35.537,34.55871532588084,0.9782846741191591
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,136,1.787893,2.0085,-0.22060700000000022,36.024,35.7534647728441,0.2705352271559036
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,137,1.704857,2.0085,-0.3036430000000001,34.076,36.151537215499125,-2.075537215499125
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,138,1.692376,2.0085,-0.31612400000000007,34.563,34.55861452084878,0.004385479151224558
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,139,1.742098,2.0085,-0.26640200000000025,35.05,34.95693078135918,0.09306921864081374
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,140,1.729043,2.0085,-0.27945700000000007,35.537,35.3551317482262,0.18186825177379973
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,141,1.699024,2.0085,-0.3094760000000001,35.05,35.753301559712014,-0.7033015597120169
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,142,1.782467,2.0085,-0.22603300000000015,34.563,35.355229864536376,-0.7922298645363739
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,143,1.722061,2.0085,-0.2864390000000001,34.076,34.95689398223319,-0.8808939822331894
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,144,1.747467,2.0085,-0.26103300000000007,35.05,34.558715698702244,0.49128430129775325
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,145,1.778727,2.0085,-0.22977300000000023,35.537,35.35522299580696,0.18177700419303733
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,146,1.717116,2.0085,-0.2913840000000001,34.076,35.7533347867314,-1.6773347867314001
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,147,1.707246,2.0085,-0.30125400000000013,34.563,34.55864183047614,0.004358169523861477
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,148,1.75093,2.0085,-0.2575700000000001,34.076,34.95694700184532,-0.8809470018453212
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,149,1.782023,2.0085,-0.22647700000000026,34.076,34.558779162823505,-0.48277916282350475
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,150,1.713653,2.0085,-0.2948470000000001,35.05,34.55865359730751,0.49134640269248564
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,151,1.777837,2.0085,-0.23066300000000028,33.589,35.35522136126975,-1.76622136126975
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,152,1.743376,2.0085,-0.26512400000000014,34.076,34.16048324220033,-0.08448324220032788
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,153,1.724802,2.0085,-0.28369800000000023,34.076,34.55867407310008,-0.48267407310007826
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,154,1.810763,2.0085,-0.19773700000000027,35.05,34.558831945519564,0.49116805448043266
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,155,1.734987,2.0085,-0.2735130000000001,34.563,35.35514266473091,-0.7921426647309104
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,156,1.693062,2.0085,-0.3154380000000001,34.076,34.95684072386844,-0.8808407238684381
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,157,1.781745,2.0085,-0.22675500000000026,34.563,34.558778652260195,0.004221347739807868
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,158,1.723209,2.0085,-0.2852910000000002,34.076,34.95689609060254,-0.8808960906025405
pi4b8g,fit,oi_svdd_as_elm_revision,n1,B0,159,1.677691,2.0085,-0.33080900000000013,34.563,34.55858755098477,0.004412449015234188
pi4b8g,fit,fisvdd_revision,n1024,B1,160,52.577197,52.577197,0.0,36.024,35.220892091514536,0.8031079084854653
pi4b8g,fit,fisvdd_revision,n1024,B1,161,50.69788,52.577197,-1.8793170000000003,34.076,36.41211544501333,-2.336115445013327
pi4b8g,fit,fisvdd_revision,n1024,B1,162,50.016152,52.577197,-2.561045,34.076,34.817963638985454,-0.7419636389854531
pi4b8g,fit,fisvdd_revision,n1024,B1,163,50.021484,52.577197,-2.5557129999999972,34.563,34.81797343151626,-0.2549734315162553
pi4b8g,fit,fisvdd_revision,n1024,B1,164,49.871839,52.577197,-2.705357999999997,34.563,35.21592354283511,-0.6529235428351043
pi4b8g,fit,fisvdd_revision,n1024,B1,165,49.841692,52.577197,-2.7355049999999963,36.024,35.61409311924141,0.40990688075859083
pi4b8g,fit,fisvdd_revision,n1024,B1,166,49.881358,52.577197,-2.6958389999999994,35.05,36.41061585445827,-1.360615854458274
pi4b8g,fit,fisvdd_revision,n1024,B1,167,51.026614,52.577197,-1.550582999999996,35.05,35.616269298009,-0.5662692980090043
pi4b8g,fit,fisvdd_revision,n1024,B1,168,51.07904,52.577197,-1.498156999999999,35.537,35.61636558143362,-0.07936558143362049
pi4b8g,fit,fisvdd_revision,n1024,B1,169,50.192704,52.577197,-2.384492999999999,35.537,36.01296271651228,-0.47596271651227795
pi4b8g,fit,fisvdd_revision,n1024,B1,170,50.039189,52.577197,-2.538007999999998,35.05,36.01268077720867,-0.962680777208675
pi4b8g,fit,fisvdd_revision,n1024,B1,171,50.09902,52.577197,-2.478176999999995,35.537,35.6145657172098,-0.07756571720980077
pi4b8g,fit,fisvdd_revision,n1024,B1,172,49.987541,52.577197,-2.589655999999998,35.05,36.01258592262669,-0.962585922626694
pi4b8g,fit,fisvdd_revision,n1024,B1,173,49.933819,52.577197,-2.6433779999999985,35.537,35.614262315881625,-0.07726231588162591
pi4b8g,fit,fisvdd_revision,n1024,B1,174,49.82497,52.577197,-2.7522269999999978,35.05,36.01228735144781,-0.962287351447813
pi4b8g,fit,fisvdd_revision,n1024,B1,175,50.010948,52.577197,-2.566248999999999,35.05,35.61440396781497,-0.5644039678149753
pi4b8g,fit,fisvdd_revision,n1024,B1,176,50.146353,52.577197,-2.4308440000000004,35.537,36.411102533321966,-0.8741025333219667
pi4b8g,fit,fisvdd_revision,n1024,B1,177,50.111206,52.577197,-2.4659909999999954,35.05,36.012813040654116,-0.9628130406541189
pi4b8g,fit,fisvdd_revision,n1024,B1,178,51.112242,52.577197,-1.4649549999999962,35.05,35.61642655885445,-0.5664265588544524
pi4b8g,fit,fisvdd_revision,n1024,B1,179,50.189111,52.577197,-2.3880860000000013,34.076,35.61473117461658,-1.5387311746165793
pi4b8g,fit,fisvdd_revision,n1024,B1,180,50.111927,52.577197,-2.4652699999999967,35.537,34.81813953539169,0.7188604646083121
pi4b8g,fit,fisvdd_revision,n1024,B1,181,49.875524,52.577197,-2.7016729999999995,36.024,36.012380196834606,0.011619803165395126
pi4b8g,fit,fisvdd_revision,n1024,B1,182,49.9818,52.577197,-2.5953969999999984,35.05,36.4108003220838,-1.3608003220838043
pi4b8g,fit,fisvdd_revision,n1024,B1,183,50.065003,52.577197,-2.512194000000001,36.024,35.61450324299366,0.4094967570063375
pi4b8g,fit,fisvdd_revision,n1024,B1,184,50.074465,52.577197,-2.5027320000000017,35.05,36.41097050679258,-1.360970506792583
pi4b8g,fit,fisvdd_revision,n1024,B1,185,49.985523,52.577197,-2.5916739999999976,36.511,35.614357273310894,0.8966427266891088
pi4b8g,fit,fisvdd_revision,n1024,B1,186,50.263462,52.577197,-2.313735000000001,36.511,36.80954255401118,-0.2985425540111777
pi4b8g,fit,fisvdd_revision,n1024,B1,187,50.001633,52.577197,-2.575564,35.537,36.80906168969223,-1.2720616896922294
pi4b8g,fit,fisvdd_revision,n1024,B1,188,51.162593,52.577197,-1.414603999999997,36.024,36.014743974560254,0.009256025439746907
pi4b8g,fit,fisvdd_revision,n1024,B1,189,49.983689,52.577197,-2.593508,35.537,36.41080379134311,-0.8738037913431143
pi4b8g,fit,fisvdd_revision,n1024,B1,190,50.357701,52.577197,-2.2194959999999995,36.024,36.809715629463305,-0.7857156294633043
pi4b8g,fit,fisvdd_revision,n1024,B1,191,50.240536,52.577197,-2.3366609999999994,36.024,36.411275505926795,-0.3872755059267945
pi4b8g,fit,fisvdd_revision,n1024,B1,192,50.16352,52.577197,-2.413677,35.537,36.41113406152458,-0.874134061524579
pi4b8g,fit,fisvdd_revision,n1024,B1,193,50.006893,52.577197,-2.570304,36.024,36.01262146371,0.011378536290003183
pi4b8g,fit,fisvdd_revision,n1024,B1,194,49.86108,52.577197,-2.716116999999997,35.537,36.41057861272165,-0.8735786127216514
pi4b8g,fit,fisvdd_revision,n1024,B1,195,50.067835,52.577197,-2.509361999999996,35.537,36.01273338726822,-0.475733387268221
pi4b8g,fit,fisvdd_revision,n1024,B1,196,50.169259,52.577197,-2.4079380000000015,35.537,36.01291965839435,-0.47591965839435346
pi4b8g,fit,fisvdd_revision,n1024,B1,197,50.117539,52.577197,-2.4596579999999975,36.024,36.01282467158015,0.011175328419852804
pi4b8g,fit,fisvdd_revision,n1024,B1,198,51.354719,52.577197,-1.2224779999999953,36.024,36.41332176837092,-0.3893217683709196
pi4b8g,fit,fisvdd_revision,n1024,B1,199,49.984337,52.577197,-2.5928600000000017,35.05,36.41080498143313,-1.3608049814331338
