policy,seed,window,epsilon,learning_rate,rolling_reward,rolling_utility,td_abs_mean,q_update_abs_mean,visited_states,visited_state_actions,greedy_policy_change_rate
Unshielded-Q,5104,4700,0.050000000,0.016385712,0.431132142,0.517573011,0.382057654,0.008904488,46,130,0.000000000
Unshielded-Q,5104,4800,0.050000000,0.023490896,0.457835246,0.545973570,0.443110025,0.011777042,46,130,0.000000000
Unshielded-Q,5104,4900,0.050000000,0.033587709,0.557775424,0.657453132,0.441020235,0.012440906,46,130,0.000781250
Unshielded-Q,5104,5000,0.050000000,0.049273548,0.647950157,0.746943526,0.410647925,0.009812624,46,130,0.000781250
Unshielded-Q,5104,5100,0.050000000,0.012766461,0.596471763,0.695578699,0.455632480,0.010604298,46,130,0.000000000
Unshielded-Q,5104,5200,0.050000000,0.014911160,0.576052273,0.663863984,0.436826193,0.011339329,46,130,0.000000000
Unshielded-Q,5104,5300,0.050000000,0.029256239,0.576893858,0.661104519,0.421922406,0.009037735,46,130,0.000000000
Unshielded-Q,5104,5400,0.050000000,0.008472450,0.528984138,0.613856536,0.446516419,0.009511956,46,130,0.000000000
Unshielded-Q,5104,5500,0.050000000,0.032969077,0.537479684,0.635508840,0.421992534,0.010770504,46,130,0.000000000
Unshielded-Q,5104,5600,0.050000000,0.038379447,0.534237551,0.634071169,0.466892886,0.010520515,46,130,0.000000000
Unshielded-Q,5104,5700,0.050000000,0.125000000,0.444111876,0.542537470,0.474550186,0.010368531,46,130,0.000000000
Unshielded-Q,5104,5800,0.050000000,0.024051362,0.493254749,0.582610304,0.409315435,0.008368702,46,130,0.000000000
Unshielded-Q,5104,5900,0.050000000,0.023655361,0.488294116,0.575134290,0.379860077,0.007610778,46,130,0.000000000
Unshielded-Q,5104,6000,0.050000000,0.007637629,0.487532261,0.573044354,0.398380273,0.007533011,46,130,0.000000000
Unshielded-Q,5105,100,0.979100000,0.267580521,0.458337347,0.557976712,0.871804590,0.276325437,14,39,0.009375000
Unshielded-Q,5105,200,0.957988889,0.083252191,0.462435293,0.561418497,0.803613516,0.178785441,16,46,0.005468750
Unshielded-Q,5105,300,0.936877778,0.500000000,0.566630877,0.664963364,0.677417748,0.100456850,18,49,0.005468750
Unshielded-Q,5105,400,0.915766667,0.287174589,0.427082853,0.524851473,0.750150045,0.176968276,28,83,0.008593750
Unshielded-Q,5105,500,0.894655556,0.205268911,0.436536043,0.532115479,0.754281347,0.175968765,30,91,0.009375000
Unshielded-Q,5105,600,0.873544444,0.170902273,0.484567647,0.584856045,0.700133698,0.132766772,30,94,0.007812500
Unshielded-Q,5105,700,0.852433333,0.070559118,0.410861415,0.508361044,0.691910540,0.128415121,31,99,0.010937500
Unshielded-Q,5105,800,0.831322222,0.214602110,0.450898349,0.548268368,0.658959518,0.095132807,31,99,0.005468750
Unshielded-Q,5105,900,0.810211111,0.071599335,0.458073485,0.555897913,0.598040993,0.076594253,31,101,0.007031250
Unshielded-Q,5105,1000,0.789100000,0.132605397,0.481886178,0.581681098,0.626929166,0.091430368,31,104,0.007031250
Unshielded-Q,5105,1100,0.767988889,0.053172737,0.502870617,0.601954550,0.592958484,0.070981010,32,105,0.002343750
Unshielded-Q,5105,1200,0.746877778,0.055999494,0.456986503,0.553985396,0.588117098,0.065739697,33,106,0.003906250
Unshielded-Q,5105,1300,0.725766667,0.072681477,0.325313582,0.420313527,0.633597227,0.088277175,33,110,0.003906250
Unshielded-Q,5105,1400,0.704655556,0.061628273,0.421750280,0.517735293,0.580395430,0.061067675,33,110,0.003125000
Unshielded-Q,5105,1500,0.683544444,0.048886072,0.504630196,0.604889008,0.536066695,0.043378086,33,110,0.003125000
Unshielded-Q,5105,1600,0.662433333,0.054409410,0.474624249,0.572752055,0.578041068,0.054031100,33,111,0.005468750
Unshielded-Q,5105,1700,0.641322222,0.065067757,0.484983691,0.583401560,0.516541122,0.036888380,33,111,0.003906250
Unshielded-Q,5105,1800,0.620211111,0.060927938,0.516170007,0.612932547,0.565348544,0.048525037,33,112,0.004687500
Unshielded-Q,5105,1900,0.599100000,0.033036315,0.526411405,0.623073843,0.550510806,0.040038081,33,113,0.002343750
Unshielded-Q,5105,2000,0.577988889,0.267580521,0.525257476,0.616783809,0.588865650,0.045486500,33,113,0.003906250
Unshielded-Q,5105,2100,0.556877778,0.089348483,0.473136515,0.567408370,0.615080229,0.053185225,34,115,0.002343750
Unshielded-Q,5105,2200,0.535766667,0.034923610,0.395265320,0.489801145,0.585914399,0.045525989,34,116,0.000000000
Unshielded-Q,5105,2300,0.514655556,0.035401301,0.499435513,0.591108271,0.578065306,0.053384105,34,117,0.001562500
Unshielded-Q,5105,2400,0.493544444,0.056557637,0.555980372,0.644536281,0.571024764,0.040076359,34,117,0.001562500
Unshielded-Q,5105,2500,0.472433333,0.038279239,0.428074043,0.521561315,0.590345632,0.046956982,34,118,0.001562500
Unshielded-Q,5105,2600,0.451322222,0.031757201,0.561023834,0.652459272,0.569225722,0.033839764,34,118,0.000781250
Unshielded-Q,5105,2700,0.430211111,0.035160292,0.513696470,0.606334486,0.575878526,0.028976073,34,118,0.000000000
Unshielded-Q,5105,2800,0.409100000,0.031696672,0.428815165,0.520350002,0.594937868,0.030840396,34,118,0.000781250
Unshielded-Q,5105,2900,0.387988889,0.019018059,0.485378452,0.573808998,0.523581312,0.027267258,34,118,0.001562500
Unshielded-Q,5105,3000,0.366877778,0.017634564,0.513388841,0.601916356,0.526897222,0.023831627,34,118,0.000781250
Unshielded-Q,5105,3100,0.345766667,0.017350058,0.565835163,0.652308960,0.486126760,0.019956409,34,118,0.000781250
Unshielded-Q,5105,3200,0.324655556,0.037128789,0.454785823,0.540867794,0.476904047,0.028289672,34,119,0.000781250
Unshielded-Q,5105,3300,0.303544444,0.031576533,0.476566185,0.562063235,0.459608549,0.024717465,34,119,0.002343750
Unshielded-Q,5105,3400,0.282433333,0.015192882,0.525506415,0.605942622,0.462950621,0.019375381,34,119,0.000781250
Unshielded-Q,5105,3500,0.261322222,0.040542659,0.512901978,0.595486694,0.481230045,0.020447920,34,119,0.000000000
Unshielded-Q,5105,3600,0.240211111,0.028145001,0.535679284,0.618685904,0.499444472,0.021400433,34,119,0.002343750
Unshielded-Q,5105,3700,0.219100000,0.023738753,0.545676927,0.628076802,0.499269412,0.020536252,34,119,0.000000000
Unshielded-Q,5105,3800,0.197988889,0.021320731,0.539986785,0.614004242,0.475728783,0.017276028,34,119,0.000781250
Unshielded-Q,5105,3900,0.176877778,0.019049050,0.495833498,0.574708784,0.448952761,0.015355224,34,119,0.000781250
Unshielded-Q,5105,4000,0.155766667,0.062720163,0.558772384,0.643663074,0.486621448,0.017512544,34,119,0.000781250
Unshielded-Q,5105,4100,0.134655556,0.023710868,0.502308552,0.586615405,0.458523254,0.015743684,34,119,0.000781250
Unshielded-Q,5105,4200,0.113544444,0.011609524,0.564948432,0.642951553,0.459170276,0.012118416,34,119,0.000000000
Unshielded-Q,5105,4300,0.092433333,0.037037037,0.512016021,0.587429152,0.439980725,0.012190989,34,119,0.000781250
Unshielded-Q,5105,4400,0.071322222,0.023851170,0.584029945,0.657090094,0.408161791,0.010842999,34,119,0.000781250
Unshielded-Q,5105,4500,0.050211111,0.012189030,0.540220498,0.609778382,0.396093037,0.009464260,34,119,0.000000000
Unshielded-Q,5105,4600,0.050000000,0.010302620,0.478015318,0.553182813,0.383494656,0.008160129,34,119,0.000000000
Unshielded-Q,5105,4700,0.050000000,0.026786648,0.575085116,0.653583529,0.379347877,0.007556854,34,119,0.000000000
Unshielded-Q,5105,4800,0.050000000,0.009637956,0.446933993,0.522261348,0.408744733,0.007859314,34,119,0.000000000
Unshielded-Q,5105,4900,0.050000000,0.009990084,0.533968728,0.604141959,0.390129237,0.021635628,35,120,0.000000000
Unshielded-Q,5105,5000,0.050000000,0.079523347,0.522319903,0.593681834,0.386657401,0.006962772,35,120,0.000000000
Unshielded-Q,5105,5100,0.050000000,0.026902943,0.580714297,0.653014210,0.391071846,0.008715224,35,120,0.000000000
Unshielded-Q,5105,5200,0.050000000,0.008819890,0.484253787,0.556939106,0.410590390,0.006074514,35,120,0.000000000
Unshielded-Q,5105,5300,0.050000000,0.008611468,0.512330839,0.588988438,0.390951784,0.005810811,35,120,0.000000000
Unshielded-Q,5105,5400,0.050000000,0.027798948,0.558641303,0.635352614,0.432044356,0.007030372,35,120,0.000000000
Unshielded-Q,5105,5500,0.050000000,0.007879582,0.637492864,0.707888348,0.403032429,0.006725225,35,120,0.000000000
Unshielded-Q,5105,5600,0.050000000,0.007591846,0.549144931,0.618073586,0.404290361,0.005619286,35,120,0.000000000
Unshielded-Q,5105,5700,0.050000000,0.013109542,0.547335225,0.618168310,0.399813894,0.006151299,35,120,0.000000000
Unshielded-Q,5105,5800,0.050000000,0.007717456,0.569126837,0.640216483,0.471890175,0.008635613,35,120,0.000781250
Unshielded-Q,5105,5900,0.050000000,0.014424092,0.527477518,0.606790725,0.408086500,0.008869552,35,120,0.000781250
Unshielded-Q,5105,6000,0.050000000,0.023197142,0.544153995,0.621785094,0.373139457,0.007399369,35,120,0.000000000
FSSQL-R,5101,100,0.979100000,0.341278752,0.490311622,0.591159490,0.999994591,0.329785782,13,37,0.007812500
FSSQL-R,5101,200,0.957988889,0.099252461,0.568796992,0.668912315,0.916204764,0.211526581,15,46,0.005468750
FSSQL-R,5101,300,0.936877778,0.500000000,0.445068799,0.545433727,0.741023280,0.132604912,18,54,0.005468750
FSSQL-R,5101,400,0.915766667,0.287174589,0.452947461,0.550360518,0.698589353,0.174177001,27,87,0.009375000
FSSQL-R,5101,500,0.894655556,0.156511550,0.405414231,0.503934645,0.766352486,0.179089037,29,99,0.003906250
FSSQL-R,5101,600,0.873544444,0.500000000,0.520818758,0.618649395,0.832506388,0.162987484,32,103,0.008593750
FSSQL-R,5101,700,0.852433333,0.049870414,0.475364592,0.572645591,0.784187053,0.128720589,33,105,0.006250000
FSSQL-R,5101,800,0.831322222,0.050279192,0.464568417,0.560897553,0.800085239,0.136473800,34,108,0.001562500
FSSQL-R,5101,900,0.810211111,0.060585645,0.463192258,0.555680929,0.645254331,0.087984869,34,108,0.003906250
FSSQL-R,5101,1000,0.789100000,0.116471186,0.376341532,0.472341822,0.656259791,0.077045748,34,109,0.003125000
FSSQL-R,5101,1100,0.767988889,0.068594366,0.502979388,0.594706983,0.702229154,0.092517077,34,111,0.003906250
FSSQL-R,5101,1200,0.746877778,0.054925962,0.425961331,0.523286072,0.641679259,0.069399873,35,112,0.007031250
FSSQL-R,5101,1300,0.725766667,0.041257450,0.496595968,0.591561300,0.593708982,0.058880394,35,112,0.005468750
FSSQL-R,5101,1400,0.704655556,0.045730119,0.615324032,0.711076534,0.666007548,0.068686561,35,113,0.003906250
FSSQL-R,5101,1500,0.683544444,0.032573176,0.529168557,0.619978745,0.567518469,0.049755950,35,113,0.003125000
FSSQL-R,5101,1600,0.662433333,0.071074152,0.442724683,0.538858492,0.573113623,0.043998707,35,113,0.002343750
FSSQL-R,5101,1700,0.641322222,0.189464571,0.585536697,0.683956383,0.518442240,0.041024241,35,114,0.001562500
FSSQL-R,5101,1800,0.620211111,0.043480270,0.501622004,0.601563906,0.573678290,0.049175211,35,115,0.000781250
FSSQL-R,5101,1900,0.599100000,0.048886072,0.486168124,0.578854278,0.553029443,0.039293997,35,115,0.000781250
FSSQL-R,5101,2000,0.577988889,0.101876142,0.456611143,0.546421264,0.480712261,0.026859139,35,115,0.002343750
FSSQL-R,5101,2100,0.556877778,0.042527085,0.492729170,0.587718919,0.515947988,0.032421096,35,115,0.002343750
FSSQL-R,5101,2200,0.535766667,0.112753451,0.539190093,0.634575100,0.503726058,0.030368852,35,115,0.000000000
FSSQL-R,5101,2300,0.514655556,0.047591348,0.444085357,0.540651323,0.479727577,0.027394821,35,115,0.001562500
FSSQL-R,5101,2400,0.493544444,0.034387483,0.536549733,0.630698468,0.459918700,0.023282076,35,115,0.000781250
FSSQL-R,5101,2500,0.472433333,0.049669323,0.545793925,0.637439127,0.470416783,0.024077917,35,115,0.000000000
FSSQL-R,5101,2600,0.451322222,0.028101116,0.477265920,0.571042900,0.513666306,0.034185676,35,116,0.000000000
FSSQL-R,5101,2700,0.430211111,0.026334533,0.479481745,0.571756112,0.494651738,0.023512045,35,116,0.001562500
FSSQL-R,5101,2800,0.409100000,0.037407722,0.532732457,0.624392521,0.492678877,0.029102606,35,116,0.000000000
FSSQL-R,5101,2900,0.387988889,0.034614547,0.523600734,0.615269936,0.486644140,0.022361659,35,116,0.001562500
FSSQL-R,5101,3000,0.366877778,0.033447565,0.525666613,0.622074499,0.505641961,0.028239294,35,116,0.001562500
FSSQL-R,5101,3100,0.345766667,0.023794784,0.486692863,0.577218295,0.477537966,0.021765253,35,116,0.000000000
FSSQL-R,5101,3200,0.324655556,0.025421031,0.542237247,0.630310775,0.433855756,0.020241102,35,116,0.000781250
FSSQL-R,5101,3300,0.303544444,0.037221149,0.521231429,0.607502159,0.425050597,0.016919169,35,116,0.001562500
FSSQL-R,5101,3400,0.282433333,0.053172737,0.399266969,0.490964285,0.446268979,0.017545128,35,116,0.000781250
FSSQL-R,5101,3500,0.261322222,0.022300271,0.476447135,0.568476224,0.429477550,0.026666078,35,117,0.000781250
FSSQL-R,5101,3600,0.240211111,0.020992076,0.505174640,0.597809869,0.419706899,0.015129950,35,117,0.002343750
FSSQL-R,5101,3700,0.219100000,0.016543606,0.545494082,0.631692409,0.408786847,0.018817151,35,117,0.000781250
FSSQL-R,5101,3800,0.197988889,0.057719852,0.500409180,0.589272172,0.396516599,0.015944217,35,117,0.000781250
FSSQL-R,5101,3900,0.176877778,0.020971982,0.480508404,0.569016736,0.395800744,0.014501966,35,117,0.001562500
FSSQL-R,5101,4000,0.155766667,0.027505292,0.513275309,0.600258842,0.364015687,0.011884289,35,117,0.000000000
FSSQL-R,5101,4100,0.134655556,0.025727589,0.529114838,0.609828529,0.428709150,0.012697192,35,117,0.000781250
FSSQL-R,5101,4200,0.113544444,0.022395368,0.435922070,0.515729238,0.444682577,0.022757076,35,118,0.001562500
FSSQL-R,5101,4300,0.092433333,0.013667026,0.482607612,0.581686720,0.381865560,0.012579468,35,118,0.001562500
FSSQL-R,5101,4400,0.071322222,0.011905364,0.487912933,0.581869120,0.395430880,0.012278684,35,118,0.002343750
FSSQL-R,5101,4500,0.050211111,0.039971619,0.531251441,0.616530260,0.458138235,0.017345709,35,118,0.001562500
FSSQL-R,5101,4600,0.050000000,0.078152194,0.477395884,0.566034806,0.387325311,0.011809223,35,118,0.000000000
FSSQL-R,5101,4700,0.050000000,0.025320992,0.496731161,0.589808869,0.374085086,0.010189825,35,118,0.000000000
FSSQL-R,5101,4800,0.050000000,0.018612433,0.577859692,0.671506289,0.370170167,0.009810256,35,118,0.000781250
FSSQL-R,5101,4900,0.050000000,0.011821904,0.489684743,0.576665907,0.378366117,0.009068858,35,118,0.000781250
FSSQL-R,5101,5000,0.050000000,0.010406524,0.667472967,0.748592663,0.336298407,0.007632178,35,118,0.000000000
FSSQL-R,5101,5100,0.050000000,0.010091431,0.532812147,0.615880293,0.362432315,0.008320689,35,118,0.000000000
FSSQL-R,5101,5200,0.050000000,0.013219692,0.509207708,0.598436162,0.360412815,0.007789826,35,118,0.000000000
FSSQL-R,5101,5300,0.050000000,0.021907805,0.501528711,0.594380120,0.353863143,0.007627174,35,118,0.000000000
FSSQL-R,5101,5400,0.050000000,0.019111437,0.506338811,0.601408146,0.370394474,0.007678215,35,118,0.000781250
FSSQL-R,5101,5500,0.050000000,0.009035948,0.580855527,0.662900021,0.352298335,0.006869540,35,118,0.000781250
FSSQL-R,5101,5600,0.050000000,0.016640311,0.460712132,0.539848435,0.366606785,0.007099228,35,118,0.000000000
FSSQL-R,5101,5700,0.050000000,0.010074350,0.577423370,0.660482098,0.363227281,0.006992942,35,118,0.000000000
FSSQL-R,5101,5800,0.050000000,0.030657269,0.560437566,0.648554052,0.362270882,0.006336249,35,118,0.000000000
FSSQL-R,5101,5900,0.050000000,0.019647789,0.478685838,0.567715542,0.400038530,0.006655519,35,118,0.000781250
FSSQL-R,5101,6000,0.050000000,0.015552212,0.538376526,0.614319228,0.376039133,0.006565318,35,118,0.000781250
FSSQL-R,5102,100,0.979100000,0.214602110,0.454708850,0.552347375,0.966564636,0.289562512,15,36,0.008593750
FSSQL-R,5102,200,0.957988889,0.132605397,0.445270300,0.541616113,0.983296113,0.214470822,15,45,0.004687500
FSSQL-R,5102,300,0.936877778,0.189464571,0.444736030,0.542342182,0.753059375,0.124832478,16,49,0.003125000
FSSQL-R,5102,400,0.915766667,0.251188643,0.456217565,0.554878959,0.723845244,0.171637569,28,82,0.011718750
FSSQL-R,5102,500,0.894655556,0.196945129,0.408987297,0.507455881,0.721030728,0.167803615,30,93,0.009375000
FSSQL-R,5102,600,0.873544444,0.311129489,0.400021577,0.494547780,0.817484597,0.156482213,30,95,0.007031250
FSSQL-R,5102,700,0.852433333,0.046551657,0.419039095,0.515264852,0.718859563,0.132962960,30,99,0.006250000
FSSQL-R,5102,800,0.831322222,0.042928710,0.465562221,0.563000051,0.678081376,0.103678604,30,100,0.007812500
FSSQL-R,5102,900,0.810211111,0.125000000,0.444204871,0.543425615,0.631494147,0.077042316,31,101,0.005468750
FSSQL-R,5102,1000,0.789100000,0.096801559,0.499710967,0.595659639,0.696351377,0.094280293,33,103,0.004687500
FSSQL-R,5102,1100,0.767988889,0.072681477,0.432964988,0.528514493,0.694219253,0.108344053,33,109,0.003906250
FSSQL-R,5102,1200,0.746877778,0.127403977,0.398370158,0.495283252,0.584865149,0.075574539,33,109,0.006250000
FSSQL-R,5102,1300,0.725766667,0.066332643,0.482267567,0.580659498,0.605754399,0.074936741,33,112,0.003906250
FSSQL-R,5102,1400,0.704655556,0.060927938,0.511281014,0.613676705,0.559250053,0.047202881,33,112,0.003125000
FSSQL-R,5102,1500,0.683544444,0.156511550,0.420409791,0.521331271,0.563753164,0.051481966,33,112,0.001562500
FSSQL-R,5102,1600,0.662433333,0.043480270,0.574221376,0.671474192,0.559068813,0.057903616,33,113,0.001562500
FSSQL-R,5102,1700,0.641322222,0.041627660,0.508722395,0.607175286,0.561327241,0.066247608,33,115,0.001562500
FSSQL-R,5102,1800,0.620211111,0.500000000,0.473730977,0.576022300,0.511777862,0.044334206,38,121,0.007031250
FSSQL-R,5102,1900,0.599100000,0.039859966,0.518955190,0.618829298,0.529090266,0.050716958,38,122,0.003125000
FSSQL-R,5102,2000,0.577988889,0.026044207,0.473663309,0.574099052,0.503771238,0.037995250,38,122,0.003125000
FSSQL-R,5102,2100,0.556877778,0.111009778,0.486659117,0.587023704,0.487301526,0.030192174,38,122,0.001562500
FSSQL-R,5102,2200,0.535766667,0.029754946,0.464174905,0.564114775,0.521837494,0.035988872,38,122,0.002343750
FSSQL-R,5102,2300,0.514655556,0.038891186,0.460949776,0.561987100,0.467673344,0.029250039,38,122,0.001562500
FSSQL-R,5102,2400,0.493544444,0.500000000,0.521136482,0.623030801,0.506957032,0.040242152,41,130,0.001562500
FSSQL-R,5102,2500,0.472433333,0.028548365,0.498693360,0.599906077,0.473426157,0.038239559,42,131,0.001562500
FSSQL-R,5102,2600,0.451322222,0.043480270,0.448121805,0.542647180,0.485031841,0.038644512,42,132,0.002343750
FSSQL-R,5102,2700,0.430211111,0.095635250,0.375900731,0.471846204,0.471967519,0.041051399,42,133,0.003125000
FSSQL-R,5102,2800,0.409100000,0.022564422,0.459511220,0.559717980,0.483326458,0.036628527,42,133,0.002343750
FSSQL-R,5102,2900,0.387988889,0.039421535,0.464918798,0.565393368,0.460757200,0.031760387,42,134,0.001562500
FSSQL-R,5102,3000,0.366877778,0.040659497,0.504059016,0.601210181,0.474360351,0.024201624,42,134,0.001562500
FSSQL-R,5102,3100,0.345766667,0.023197142,0.477276145,0.576392736,0.446506410,0.024494979,42,134,0.001562500
FSSQL-R,5102,3200,0.324655556,0.021598093,0.438726718,0.529968312,0.468227947,0.021542395,42,134,0.001562500
FSSQL-R,5102,3300,0.303544444,0.020504605,0.417866678,0.514429169,0.432198301,0.018295449,42,134,0.000781250
FSSQL-R,5102,3400,0.282433333,0.024994962,0.446361318,0.539090859,0.452498467,0.017910207,42,134,0.000781250
FSSQL-R,5102,3500,0.261322222,0.028548365,0.495118426,0.581554622,0.433594109,0.024809764,42,135,0.000781250
FSSQL-R,5102,3600,0.240211111,0.023382933,0.490556642,0.580120570,0.469743401,0.024261950,42,135,0.000000000
FSSQL-R,5102,3700,0.219100000,0.028101116,0.554111241,0.656175084,0.437969448,0.017120030,42,135,0.000000000
FSSQL-R,5102,3800,0.197988889,0.019080175,0.564058036,0.662755169,0.404529445,0.015027620,42,135,0.000781250
FSSQL-R,5102,3900,0.176877778,0.042928710,0.491797099,0.591224537,0.431803755,0.019261046,42,135,0.001562500
FSSQL-R,5102,4000,0.155766667,0.040084109,0.536185690,0.626934279,0.451104180,0.015317955,42,135,0.000000000
FSSQL-R,5102,4100,0.134655556,0.017659895,0.528854543,0.619267728,0.431813630,0.014754314,42,135,0.000781250
FSSQL-R,5102,4200,0.113544444,0.016501105,0.551885536,0.637043672,0.432076719,0.014791384,42,135,0.000000000
FSSQL-R,5102,4300,0.092433333,0.015993307,0.512842893,0.611807829,0.404646369,0.014060913,42,135,0.000000000
FSSQL-R,5102,4400,0.071322222,0.015159001,0.479347294,0.577530929,0.427767447,0.012267065,42,135,0.000781250
FSSQL-R,5102,4500,0.050211111,0.014387233,0.494600831,0.591816137,0.378258815,0.011232946,42,135,0.000000000
FSSQL-R,5102,4600,0.050000000,0.013603359,0.602648088,0.689406927,0.391077618,0.010064317,42,135,0.000781250
FSSQL-R,5102,4700,0.050000000,0.012979426,0.545451921,0.632264819,0.378394197,0.009891511,42,135,0.000000000
FSSQL-R,5102,4800,0.050000000,0.012521806,0.406527266,0.498530897,0.391553477,0.010775201,42,135,0.000781250
FSSQL-R,5102,4900,0.050000000,0.018256762,0.517512981,0.617227556,0.392830644,0.014664271,42,135,0.000781250
FSSQL-R,5102,5000,0.050000000,0.058634461,0.476970768,0.576544493,0.392959562,0.009509220,42,135,0.000000000
FSSQL-R,5102,5100,0.050000000,0.016012822,0.449020248,0.547217271,0.393624050,0.011543114,42,135,0.000781250
FSSQL-R,5102,5200,0.050000000,0.033103920,0.444397823,0.542380885,0.319985180,0.009208328,42,135,0.000000000
FSSQL-R,5102,5300,0.050000000,0.023710868,0.577110700,0.672763797,0.310194864,0.007889961,42,135,0.000000000
FSSQL-R,5102,5400,0.050000000,0.015418140,0.446940417,0.542807395,0.330496854,0.009038030,42,135,0.000000000
FSSQL-R,5102,5500,0.050000000,0.028779216,0.527595836,0.627560848,0.319158579,0.008328137,42,135,0.000000000
FSSQL-R,5102,5600,0.050000000,0.012990604,0.522620365,0.620886387,0.344848788,0.017276461,42,136,0.000000000
FSSQL-R,5102,5700,0.050000000,0.019002614,0.495247308,0.593245799,0.333121581,0.007468891,42,136,0.000000000
FSSQL-R,5102,5800,0.050000000,0.020028425,0.527551292,0.624361003,0.346730301,0.008068391,42,136,0.000000000
FSSQL-R,5102,5900,0.050000000,0.016996754,0.600820454,0.697166264,0.335572957,0.007248162,42,136,0.000000000
FSSQL-R,5102,6000,0.050000000,0.014927347,0.536552066,0.632981867,0.341629234,0.007196063,42,136,0.000000000
FSSQL-R,5103,100,0.979100000,0.500000000,0.492595236,0.589532745,0.877289726,0.285659292,15,38,0.010156250
FSSQL-R,5103,200,0.957988889,0.189464571,0.450086977,0.548749708,0.800657271,0.181946004,17,47,0.007812500
FSSQL-R,5103,300,0.936877778,0.076842326,0.438780430,0.534101262,0.691712866,0.126761684,17,51,0.003125000
FSSQL-R,5103,400,0.915766667,0.380730788,0.479557129,0.577639593,0.706058373,0.171460296,29,88,0.011718750
FSSQL-R,5103,500,0.894655556,0.156511550,0.500478485,0.598722237,0.714052026,0.156314164,29,93,0.008593750
FSSQL-R,5103,600,0.873544444,0.080960585,0.412893661,0.512092906,0.662307259,0.128354412,30,96,0.006250000
FSSQL-R,5103,700,0.852433333,0.070053918,0.485480988,0.581962621,0.607524986,0.095921877,30,97,0.006250000
FSSQL-R,5103,800,0.831322222,0.129935328,0.469096720,0.564660878,0.567307085,0.074575986,30,98,0.003906250
FSSQL-R,5103,900,0.810211111,0.058948015,0.509827261,0.607686422,0.559050254,0.068494070,30,98,0.003125000
FSSQL-R,5103,1000,0.789100000,0.135426976,0.534272364,0.632676352,0.638316543,0.076741538,31,100,0.002343750
FSSQL-R,5103,1100,0.767988889,0.094505676,0.490096567,0.584408890,0.632343960,0.084997561,31,103,0.007031250
FSSQL-R,5103,1200,0.746877778,0.084055278,0.466486055,0.565759731,0.658713795,0.086986646,32,106,0.006250000
FSSQL-R,5103,1300,0.725766667,0.098006585,0.436543149,0.536022337,0.638628773,0.074491903,32,108,0.006250000
FSSQL-R,5103,1400,0.704655556,0.059266081,0.474157063,0.571482505,0.657631343,0.074504423,32,110,0.003906250
FSSQL-R,5103,1500,0.683544444,0.058020477,0.529666973,0.628504649,0.558004301,0.048843666,32,110,0.003906250
FSSQL-R,5103,1600,0.662433333,0.049273548,0.418833446,0.518890383,0.591024601,0.061275439,32,111,0.002343750
FSSQL-R,5103,1700,0.641322222,0.196945129,0.467757197,0.562869655,0.610938163,0.064997874,32,113,0.003906250
FSSQL-R,5103,1800,0.620211111,0.500000000,0.447560827,0.545975701,0.634116535,0.063327867,38,121,0.004687500
FSSQL-R,5103,1900,0.599100000,0.039529935,0.426158943,0.526867010,0.639729435,0.068127302,39,124,0.004687500
FSSQL-R,5103,2000,0.577988889,0.030223682,0.489525566,0.588968749,0.578372672,0.047929776,39,124,0.003906250
FSSQL-R,5103,2100,0.556877778,0.041753045,0.549883285,0.651299412,0.579680384,0.045426754,39,124,0.003125000
FSSQL-R,5103,2200,0.535766667,0.068125609,0.467626968,0.562294715,0.608209097,0.043687290,39,124,0.001562500
FSSQL-R,5103,2300,0.514655556,0.114572124,0.565017945,0.656559420,0.552971181,0.035222351,39,124,0.000781250
FSSQL-R,5103,2400,0.493544444,0.380730788,0.544878883,0.640142653,0.533649582,0.033265635,39,124,0.000781250
FSSQL-R,5103,2500,0.472433333,0.100541486,0.468015525,0.571397334,0.491509731,0.024701872,39,124,0.000000000
FSSQL-R,5103,2600,0.451322222,0.030768279,0.514097296,0.612047509,0.494308278,0.023263469,39,124,0.000781250
FSSQL-R,5103,2700,0.430211111,0.044492641,0.447072385,0.548389112,0.484362747,0.026783807,39,124,0.000781250
FSSQL-R,5103,2800,0.409100000,0.032189703,0.451618114,0.539880280,0.471109799,0.023303731,39,124,0.000781250
FSSQL-R,5103,2900,0.387988889,0.066769045,0.494439090,0.587911998,0.468309839,0.021590541,39,124,0.001562500
FSSQL-R,5103,3000,0.366877778,0.050909447,0.457943897,0.548507209,0.482162211,0.030754464,39,125,0.000000000
FSSQL-R,5103,3100,0.345766667,0.019158587,0.405436875,0.509153805,0.467460352,0.026583648,39,125,0.000781250
FSSQL-R,5103,3200,0.324655556,0.037501948,0.467285938,0.570761290,0.492157157,0.036495632,39,126,0.003906250
FSSQL-R,5103,3300,0.303544444,0.028732648,0.522709523,0.625744562,0.476492876,0.022570892,39,126,0.000781250
FSSQL-R,5103,3400,0.282433333,0.040777237,0.529483640,0.617751302,0.462577318,0.020000401,39,126,0.000781250
FSSQL-R,5103,3500,0.261322222,0.052235729,0.514336404,0.604302988,0.510337183,0.020628941,39,126,0.001562500
FSSQL-R,5103,3600,0.240211111,0.500000000,0.550798382,0.635779256,0.528602610,0.022323890,40,127,0.002343750
FSSQL-R,5103,3700,0.219100000,0.024080328,0.483258440,0.585563451,0.450665515,0.018228547,40,127,0.000781250
