device_id,split,action,workload_bin,background,obs_id,tau_measured_ms,tau_hat_ms,tau_residual_ms,tau_upper_ms,latency_covered,T_next_measured_C,T_next_hat_C,T_residual_C,T_upper_C,thermal_covered,joint_covered
pi3bplus,coverage,tinydl_revision,n256,B0,35,21.725094,24.358578,-2.633484000000003,34.91439499999999,True,30.558,31.045938213184424,-0.48793821318442454,32.64777281586267,True,True
pi3bplus,coverage,tinydl_revision,n256,B0,36,21.827385,24.358578,-2.531193000000002,34.91439499999999,True,30.558,31.503728006494338,-0.9457280064943383,33.10556260917259,True,True
pi3bplus,coverage,tinydl_revision,n256,B0,37,22.34264,24.358578,-2.015938000000002,34.91439499999999,True,30.02,31.50405463060792,-1.4840546306079219,33.10588923328617,True,True
pi3bplus,coverage,tinydl_revision,n256,B0,38,22.011185,24.358578,-2.3473930000000003,34.91439499999999,True,30.558,31.046119568473127,-0.48811956847312743,32.647954171151376,True,True
pi3bplus,coverage,tinydl_revision,n256,B0,39,21.744625,24.358578,-2.613953000000002,34.91439499999999,True,30.558,31.045950594035777,-0.4879505940357767,32.64778519671403,True,True
pi3bplus,coverage,tinydl_revision,n16,B1,40,4.746098,21.621762,-16.875664,32.177578999999994,True,31.096,31.598337443225198,-0.5023374432251977,33.20017204590345,True,True
pi3bplus,coverage,tinydl_revision,n16,B1,41,4.746619,21.621762,-16.875143,32.177578999999994,True,31.096,31.59833777349111,-0.5023377734911101,33.20017237616936,True,True
pi3bplus,coverage,tinydl_revision,n16,B1,42,6.223427,21.621762,-15.398335,32.177578999999994,True,31.096,31.599273933458377,-0.5032739334583773,33.20110853613663,True,True
pi3bplus,coverage,tinydl_revision,n16,B1,43,4.245114,21.621762,-17.376648,32.177578999999994,True,31.096,32.055744815865495,-0.9597448158654949,33.65757941854375,True,True
pi3bplus,coverage,tinydl_revision,n16,B1,44,4.081469,21.621762,-17.540293,32.177578999999994,True,31.096,31.597916129782362,-0.5019161297823622,33.199750732460615,True,True
